Total unique instances: 7745
Total mastodon.social instances: 137991
Total non-mastodon.social instances: 98486

Instance Rankings:
social.beckmeyer.us: 1
xeno.chat: 1
social.jliu.xyz: 1
social.bannedwagon.team: 1
soc.nsa.lol: 1
sua.anarkis.net: 1
mastodon.m0hda.fr: 1
sn.rongyi.io: 1
blog.cspray.io: 1
www.werefox.dev: 1
social.taboulisme.com: 1
yo.isurf.ca: 1
jacs.xyz: 1
read.yjmbo.net: 1
nayukana.info: 1
tabletop.press: 1
interfacecultures.masto.host: 1
tube.dragonpsi.xyz: 1
live.plantsand.coffee: 1
rghgts.ddns.net: 1
solarpunks.social: 1
rghgotosocial.ddns.net: 1
yarmo.live: 1
live.secluded.site: 1
irgendwo.social: 1
mas.cri.dev: 1
blog.gijsgobje.nl: 1
mastodon.coder.town: 1
radiostatler.social: 1
unikanomo.club: 1
mastodon.miffthefox.info: 1
soderstrom.social: 1
immerweiterlaufen.net: 1
app.hypertalk.io: 1
mstdn.hu: 1
akko.xarx.eu: 1
enlightened.army: 1
notherweb.com: 1
pixelfed.eus: 1
mst.oikura.site: 1
peertube.kerenon.com: 1
sozen.network: 1
pl.jugregator.org: 1
inductive.space: 1
pff.o.hina.dev: 1
pixelfed.heavyrubberslave.com: 1
peertube.boneheadmedia.com: 1
masto.rezo2france.fr: 1
tsuki.network: 1
joingeeksocial.com: 1
hub.cats-home.net: 1
dogodki.kompot.si: 1
islandinthenet.com: 1
mastodon.lancaster.ac.uk: 1
junkhub.org: 1
pleroma.iselfhost.com: 1
sutra.rs: 1
pleroma.gnulinux.si: 1
thaisocial.in.th: 1
ramses.amicidelbaretto.org: 1
wf.floorb.qwazix.com: 1
randomdrift.es: 1
are-you-kidding.me: 1
www.senselesswisdom.net: 1
nextcloud.omega-bytes.com: 1
anarchy.radio: 1
caonima.wtf: 1
mewitoot.de: 1
staging.pixelfed.net: 1
rakyat.cc: 1
thelake.town: 1
social.avoh.club: 1
social.fro.ge: 1
mastodon.lu: 1
isnotvery.social: 1
art.librepunk.club: 1
voring.me: 1
lethallava.land: 1
pravdasocial.net: 1
plethodon.nl: 1
plrm.lunarviews.net: 1
fedi.nekojanai.xyz: 1
f.jymuoyu.com: 1
welsea.site: 1
pullopen.xyz: 1
social.inspiredlife.fun: 1
hub.zilla.tech: 1
social.mylinux.cz: 1
m.sprkwd.com: 1
nacq.me: 1
social.luca0n.com: 1
mastodon.floss-marketing-school.com: 1
fontube.fr: 1
friendica.customvisualdesigns.com: 1
nextcloud.sylvainmetayer.fr: 1
toot.institute: 1
v0idkr4ft.com: 1
socialspidev.masto.host: 1
redlatina.online: 1
pl.warofart.xyz: 1
masto.technologyinmontreal.com: 1
bemoe.online: 1
firebrand.ml: 1
kink.social: 1
congressof.rave.nz: 1
pleroma.stolas.website: 1
mastodon.stolas.website: 1
bull-session.nicebit.net: 1
pl.busshi.moe: 1
fotoclub.lono.space: 1
barrir.ca: 1
araidon.m.to: 1
mastodonczech.cz: 1
gomastodon.cz: 1
soc.skrep.eu: 1
social.snarpix.com: 1
kust.rakitov.org: 1
nyan.nekoea.red: 1
volunteer.zho.pa: 1
efir.red: 1
lighteon.ru: 1
cipherdogs.net: 1
hub.g3l.org: 1
m.w00f.org: 1
social.devanooga.com: 1
hub.dcentralisedmedia.com: 1
social.mitaka.nl: 1
cruisers.social: 1
social.realkane.dev: 1
newsrelay.org: 1
vanderwarker.family: 1
comfybyte.ga: 1
vanderwarker.ml: 1
news.chinapedia.org: 1
moooon.network: 1
pleroma.chirno.tech: 1
quodlibet.social: 1
contradon.alaeith.com: 1
boz.fi: 1
wicce.me: 1
mastodon.libresilicon.com: 1
antinetzwerk.de: 1
nubi.social: 1
social.ryankes.eu: 1
z.gidikroon.eu: 1
social.fediverse.services: 1
pixelfed.nl: 1
cutest.space: 1
mastodon.postmoderns.info: 1
misskey-test.taboulisme.com: 1
techzerker.com: 1
blog.crazynewworld.net: 1
peertube.alter-nativ-voll.de: 1
video.datsemultimedia.com: 1
social.blueraccoon.online: 1
pl.ucode.space: 1
rat.academy: 1
mstdn.robw.me: 1
social.jrm.cc: 1
vriska.info: 1
leftlibertarian.club: 1
jeuxthemes.ch: 1
mastodon.moritzmahringer.de: 1
v01d.nl: 1
uiuxdev.social: 1
party.andie.club: 1
mstdn.asterism.xyz: 1
cpper.xyz: 1
social.acos.tv: 1
nine.moe: 1
mastodon.thecrimsontint.com: 1
mastodon.parleur.net: 1
confidential.exposed: 1
asorrybowl.blog: 1
pixelfed.asorrybowl.blog: 1
zap.ourcommoncloud.social: 1
mamutut.space: 1
lagemeet.duckdns.org: 1
mstdn.gots9713.xyz: 1
mstdn.ebisu.me: 1
toot.playground.ws: 1
learn.noeldemartin.social: 1
social.1337.lgbt: 1
mastodon.mania.systems: 1
mastodon.libertopia.cc: 1
mastodon.oe74.net: 1
audio.cybre.club: 1
social.scanline.dev: 1
nsfw.wnymathguy.com: 1
mastonaut.com: 1
mastodon.nemuneko.me: 1
social.kuester7.com: 1
hamburger.city: 1
friendica.chilemasto.casa: 1
brighteon.social: 1
social.wexlercommunications.com: 1
officiell.info: 1
social.justos.info: 1
ostatus.ca: 1
nwb.social: 1
fedi.katze.sh: 1
mstdn-huahin.com: 1
lufimianet.jp: 1
pl.panthermoderns.org: 1
wrt.nth.io: 1
videos.trom.tf: 1
fetbuk.ru: 1
mastodonbooks.net: 1
whitelion.me: 1
national.catposting.agency: 1
sn4il.site: 1
social.milkers.online: 1
mastodon.express: 1
lastfree.space: 1
honk.any-key.press: 1
top.ofthe.top: 1
russtodon.ru: 1
nekocave.xyz: 1
pl.ebin.zone: 1
bub.waifuism.life: 1
blog.ksteimel.duckdns.org: 1
bong.social: 1
b.z0ne.social: 1
torlaz.online: 1
manheim.info: 1
pleroma.ml: 1
v.pfaff.dev: 1
awoo.fai.su: 1
9kb.me: 1
buildthatwallandmakeamericagreatagain.trumpislovetrumpis.life: 1
m.fal.moe: 1
wolfdo.gg: 1
federated.glacier.dog: 1
we.1being.org: 1
p.tkw.fm: 1
pleroma.cybre.city: 1
unexpected.singleuser.club: 1
liber.chocoflan.net: 1
of.rijndael.cc: 1
pixel.aire.ml: 1
p.lu: 1
kavkaza.ru: 1
mk.fedi.tech: 1
social.jihad.icu: 1
fedi.n0id.space: 1
chillpeep.zone: 1
anarchy.video: 1
social.bitcoiner.guide: 1
pub.heathens.club: 1
misskey.to: 1
pl.spiderden.net: 1
hubzil.la: 1
soc.nothing.run: 1
friendica.city: 1
pret.life: 1
nobl.ink: 1
plsn.xyz: 1
alvogue.com: 1
mastodon.hobbitasylum.com: 1
online-hangout.com: 1
hyan.ink: 1
renewtube.org: 1
tlhonmey.publicvm.com: 1
cyberia.nessel.cloud: 1
mastodon.jes.xxx: 1
social.gerotintin.com: 1
arkchat.org: 1
c3-mastodon.rkunkunr.com: 1
social.coolmathgames.tech: 1
social.tcit.fr: 1
madost.one: 1
nextcloud.diblasio.net: 1
social.millcrick.com: 1
radicchio.town: 1
averly.me: 1
cripplepunk.club: 1
tracker.roytang.net: 1
inscope.social: 1
mastodon.dregin.com: 1
melb.social: 1
futvretown.com: 1
kazv.moe: 1
write.von.zone: 1
peervideo.net: 1
mstdn.urishari.com: 1
b612.me: 1
pixelfed.koehn.com: 1
cloud.sum7.eu: 1
social.cutienaut.club: 1
pix.tedomum.net: 1
social.rthompson.us: 1
napolisocial.com: 1
rabbits.supplies: 1
mapicardie.fr: 1
asocial.56k.es: 1
aris.papatheodorou.net: 1
mastodon.secpl.us: 1
foo.sx: 1
peertube3.cpy.re: 1
mnml.news: 1
mastodon.pl: 1
www.directory.trade-free.org: 1
m.searx.li: 1
misskey.damnx.net: 1
z.fedipen.xyz: 1
mastodon.im: 1
connectop.us: 1
pepega.club: 1
social.mykolayiv.dcomm.net.ua: 1
mastodon.gomzik.xyz: 1
pleroma.5hanayome.cyou: 1
misty.casa: 1
friendica.cats-home.net: 1
write.tedomum.net: 1
z.digitalesparadies.de: 1
toot.canberrasocial.net: 1
hubzilla.konzurovski.net: 1
aidev.ru: 1
chilli.social: 1
okcinfo.news: 1
honk.alexwennerberg.com: 1
blog.photog.social: 1
tautolog.org: 1
dolphin.devporto.com: 1
apfed.club: 1
mastodon.jessecrouch.com: 1
wasted.indiefedi.party: 1
faithhack.com: 1
s.the-brannons.com: 1
ryuryu.tw: 1
social.ozoned.net: 1
social.feather.onl: 1
live.burningpixel.net: 1
owncast.teklynk.com: 1
video.publicspaces.net: 1
mastodon.tekdmn.me: 1
benis8bits.stream: 1
vira-lata.org: 1
social.cadusilva.com: 1
social.bazurk.com: 1
cloud.piecemaker.rocks: 1
arguos.com: 1
social.curta.red: 1
adwb.io: 1
tri.cash: 1
libido.pictures: 1
peertube.anon-kenkai.com: 1
fediverse.link: 1
sad.earth: 1
nicolosus.chat: 1
s.nicolosus.chat: 1
pixelfed.uno: 1
wolfy.club: 1
nyaa.locahlo.st: 1
pixelfilm.nz: 1
owncast.cryptoschizo.club: 1
blog.franssen.xyz: 1
onpaper.su: 1
pixelfed.anzui.de: 1
pix.phreedom.tk: 1
gymnastodon.com: 1
popcornaddiction.xyz: 1
jcloud.harrisville.net.nz: 1
flowersound.social: 1
kune.gouge.re: 1
afk.social: 1
social.prepedia.org: 1
vid.qorg11.net: 1
sharktale.xyz: 1
mooneyed.de: 1
mastodon.grants.cafe: 1
calckey.warrows.fr: 1
mstdn.sidh.bzh: 1
nosocialnet.work: 1
techtodon.com: 1
fedi.omada.cafe: 1
mastodon.mindlesstux.com: 1
nonomastodon.redirectme.net: 1
social.wasscher.com: 1
toot.nsgn.eu: 1
clube.social: 1
joshlglenn.com: 1
streams.13ad.de: 1
burr.is: 1
takahe.social: 1
neko.ci: 1
calc.keysmash.xyz: 1
social.cat.engineer: 1
hkdon.com: 1
mstdn.xophoros.com: 1
tsanztdon.hosted.spacebear.ee: 1
keystroke.social: 1
girldick.gay: 1
pleroma.firedragonstudios.com: 1
onosend.ai: 1
xn--rtta-qoa.nu: 1
smth.tk: 1
solitude.bar: 1
mastodon.sysctl.io: 1
www.foxyhole.io: 1
glitchbird.com: 1
pleroma.unigiri.net: 1
proton.deutrino.net: 1
freespeech.gaac2.com: 1
chill.anchovies.pizza: 1
mastodon.mariusdavid.fr: 1
epi.taekyeong.me: 1
hub.hayfidelity.de: 1
twit.dispersio.us: 1
plr.ph3j.com: 1
gotosocial.funkymonkey.org: 1
mastodon.icu: 1
mast.zcyph.cc: 1
social.jfischer.org: 1
amorelp.ddns.net: 1
web30.top: 1
mk.aaron.place: 1
social.maxvolu.me: 1
social.snowcode.ovh: 1
echoes.v0idkr4ft.com: 1
social.nettek.at: 1
mastodon.ody.si: 1
hub.nordbase.no: 1
pm.tux.tf: 1
troet.club: 1
chilemasto.casa: 1
mstdn.helios.red: 1
m.todesstern.eu: 1
social.pesso.al: 1
magnum.hallertau.social: 1
nextcloud.alicef.me: 1
newpublicsquare.com: 1
zee.li: 1
mastodon.lazysquirrel.co.uk: 1
norimono.moe: 1
pleroma.nvk.pm: 1
pleroma.noellabo.jp: 1
cyberneticeye.xyz: 1
dv.buzz: 1
biribiri.dev: 1
social.pfaff.dev: 1
pleroma.freespeech.host: 1
asocial.grimstack.xyz: 1
fedi.toniotti.be: 1
social.brickshop.io: 1
hub.dragonpsi.xyz: 1
glucose.rocks: 1
succdi.cc: 1
cyph.xyz: 1
status.netflux.io: 1
social.fossgalaxy.com: 1
ppl.librenet.co.za: 1
p.bilb.info: 1
mastodon.nesven.eu: 1
pleroma.vinodjam.com: 1
social.aegiszero.is: 1
pleroma.jeder.pl: 1
pleroma.striker.host: 1
social.gnlk.cc: 1
social.joelvim.net: 1
houston.chat: 1
social.zackroniacs.com: 1
pleroma.wolkenbruch.ml: 1
pleroma.crimethink.top: 1
zenalio.ch: 1
social.mvion.fr: 1
highvoltage.tv: 1
dividuate.me: 1
cybre.club: 1
misskey.idollar.moe: 1
greentechwriter-social.org: 1
social.zwei.net: 1
keelung1.ddns.net: 1
mastodon.zwei.net: 1
ewaf.club: 1
p.kokolor.es: 1
ashley-hotel-sierra.strangled.net: 1
prismo0.fedibird.com: 1
vid.pretok.tv: 1
social.petrovs.info: 1
p.eertu.be: 1
sandersnel.com: 1
fediverso.publicar.uy: 1
vive.im: 1
mastodon.otherworldsink.com: 1
mofu.one: 1
stupidclown.fedi.live: 1
about-bitcoin.com: 1
bv.umbrellix.org: 1
kakampinks.com: 1
samiandalex.com: 1
mastodon.ceruleanstack.com: 1
mastodon.thirring.org: 1
cloudycrux.es: 1
biblewordpress.net: 1
pl.indiefedi.party: 1
lol.indiefedi.party: 1
p.zz777.ru: 1
w.zz777.ru: 1
elezen.club: 1
fedi.cc: 1
lorem.club: 1
birb.town: 1
qwanturank.social: 1
mast.teamtuck.xyz: 1
outmo.de: 1
social.itm.osaka: 1
social.underza.net: 1
wonderful.social: 1
internetstuff.xyz: 1
digitalstuntfactory.com: 1
social.nothingplanet.com: 1
pleroma.moeplebs.online: 1
mast.dragon-fly.club: 1
syrup.zone: 1
hiruandon.life: 1
achi.masto.host: 1
mastodon.tojo.tokyo: 1
pleroma.wakuwakup.net: 1
newskey.cc: 1
osada.alternanet.fr: 1
spacewizard.space: 1
kalik.in: 1
toot.pafnooty.ru: 1
mastodon.vapronva.pw: 1
pyrosome.social: 1
mamesky.mamemo.online: 1
toot.funami.tech: 1
maple.social: 1
mstdn.kizaing.ca: 1
social.thesan.space: 1
xn--hresiar-mxa.ch: 1
social.yonix.eu: 1
social.eikobear.blue: 1
pixelfd.com: 1
mastodon.unlogged.it: 1
social.lohn.in: 1
happylittle.cloudns.cc: 1
fedi.theabsolute.plus: 1
mstdn.kurosuke.org: 1
mastodon.astrr.ru: 1
lincubateur.net: 1
soundship.de: 1
sea.soundship.de: 1
misskey.bronyfurry.com: 1
biud.li: 1
social.yakshed.org: 1
chia.masto.host: 1
sendne.ws: 1
fediverse.dotnet00.dev: 1
ravenvale.lubar.me: 1
eicker.news: 1
nissenet.com: 1
bakabakufu.nsfw.cafe: 1
fals.tru.io: 1
film.node9.org: 1
theicon.stream: 1
has.leftreality.com: 1
pukima.site: 1
social.lrhodes.net: 1
moversmindset.com: 1
animeabyss.xyz: 1
social.fibercrafts.online: 1
social.strueker.net: 1
mstdn.plusminus.io: 1
social.janherm.de: 1
kosendon.tech: 1
mastodon.ge: 1
mastodon.itcave.de: 1
social.radio.af: 1
bjd.social: 1
social.shiftyeyed.net: 1
feddit.it: 1
social.cbinary.sk: 1
poast.tv: 1
khajiit.tech: 1
esotericknowledge.xyz: 1
slrpnk.net: 1
peertube.librosphere.fr: 1
szmer.info: 1
social.hax.technology: 1
tube.odat.xyz: 1
clerks.me: 1
nattois.life: 1
pl.snootbooping.date: 1
testingtesting123.xyz: 1
rojogato.com: 1
cuscuz.in: 1
puff.place: 1
bird.band: 1
neurodiver.ge: 1
dicrescenzo.cloud: 1
sweet.sugarcube.pw: 1
plaza.remolino.town: 1
inventaire.io: 1
friendica.myportal.social: 1
books.solarpunkanarchism.org: 1
lc.imexile.moe: 1
fucking.kaaa.ren: 1
gizmo-harmonia.social: 1
k.posix.gay: 1
misfit.social: 1
pl.cutiemiku.tk: 1
sunisky.club: 1
movsw.0x0.st: 1
twitter.cryobyte.net: 1
pleroma.math.moe: 1
3zi.ru: 1
mstdn.plus.st: 1
rhabarberbarbara.bar: 1
m.chars.jp: 1
megalodon.tokyo: 1
nijimiss.moe: 1
peertube.fedi.quebec: 1
bittube.social: 1
cailincat.cloud: 1
pl.smoothbrain.top: 1
tube.querdenken-711.de: 1
boks.moe: 1
kitsunes.club: 1
0w0.is: 1
flauschig.social: 1
hidamari.apartments: 1
pleroma.moth.monster: 1
funnyna.me: 1
mkiii.amplifie.red: 1
republic.norrland.xyz: 1
hallsofamenti.io: 1
pleroma.elyat.im: 1
ente.fun: 1
nya.house: 1
mk.gaycookie.dev: 1
mastodon.bgzashtita.es: 1
ak.aznas.404.mn: 1
404.inexist.club: 1
blog.freetubeapp.io: 1
writefreely.lokean.org: 1
strangevistas.com: 1
social.kindbook.us: 1
filly.social: 1
eevee.ca: 1
social.lunasqu.ee: 1
rhinofore.st: 1
misskey.biribiri.dev: 1
mastodon.1codim.ru: 1
sendero.social: 1
werebeast.io: 1
mulmeyun.church: 1
mastodon.angrybj.com: 1
mk.n0id.space: 1
pleroma.tiure.im: 1
misskey.usuyuki.net: 1
social.ndn.digital: 1
m.yihao.moe: 1
social.c-r-t.tk: 1
lingo.lol: 1
social.lemniskett.dev: 1
pornanime.club: 1
awyiss.net: 1
tubbycats.club: 1
social.lsnet.eu: 1
troet.sysadmon.de: 1
xabid.com: 1
tugging.online: 1
mastodon.kovtash.com: 1
mastodon.eco: 1
gshep.social: 1
mastodon.pachamamita.de: 1
ctx.red: 1
snowmew.gay: 1
dope.phocks.org: 1
sheep.network: 1
s.place: 1
mustard.blog: 1
guild.pmdcollab.org: 1
social.seahorse.sh: 1
cryptotooter.com: 1
mk.slipfox.xyz: 1
mastodon.im.sb: 1
pl.seahorse.sh: 1
tube.sp-codes.de: 1
masturbated.one: 1
don.arctus.ml: 1
gts.cryptoschizo.club: 1
pleroma.lesateliersphv.net: 1
cryptocartel.social: 1
winterthur.besetzt.org: 1
social.pumpitbetter.com: 1
a11y.info: 1
peertube.ethibox.fr: 1
media.undeadnetwork.de: 1
wiwi.video: 1
alpines.club: 1
biplus.date: 1
pixel.guerrilla.earth: 1
birb.elfenban.de: 1
peertube.1312.media: 1
laipower.xyz: 1
mstdn.vector1.dev: 1
aroace.lgbt: 1
akkoma.vara.lol: 1
c18.masto.host: 1
frendica.site.nz: 1
pleroma.bamader.co.in: 1
toot.dummy.cafe: 1
mander.xyz: 1
writeworks.uk: 1
social.colectif.de: 1
plume.pullopen.xyz: 1
misskey.levome-dol.com: 1
social.senooken.jp: 1
akkoma.kasma.cyou: 1
socnet.softgirl.online: 1
stream.koyu.space: 1
bytearray.eu: 1
gay.lesaoras.xyz: 1
slowest.network: 1
ordinary.cafe: 1
fedi.lumey.dev: 1
ancapchan.info: 1
events.poridge.club: 1
tsunde.ru: 1
rghgts.duckdns.org: 1
mastodon.munsell.io: 1
tivia.social: 1
fedi.xamk.fi: 1
port87.social: 1
misskey.04.si: 1
misskey.boon.chat: 1
goyslop.cafe: 1
muh.wang: 1
pixel.tchncs.de: 1
bruh.homd.xyz: 1
social.wideboys.org: 1
fr13nd5.com: 1
pixelfed.cats-home.net: 1
ypolis.net: 1
fedi.bloatcat.tk: 1
persiansmastodon.com: 1
weedyverse.de: 1
social.labr.online: 1
theringed.city: 1
guitar.rodeo: 1
bootblackcub.com: 1
startrekshitposting.com: 1
tv.undersco.re: 1
pleroma.robertoszek.xyz: 1
tea.codes: 1
paw.best: 1
nasface.cz: 1
terrible.city: 1
social.critter.camp: 1
fuzzytacular.net: 1
bigisland.social: 1
honk.phast.ru: 1
mastodon.progaccess.net: 1
masto.ruzik.xyz: 1
wizarding-world.icu: 1
hyper.equipment: 1
creators.social: 1
trackmania.social: 1
craftodon.social: 1
video-cave-v2.de: 1
mastodon.tianshengli.me: 1
meow.cloud: 1
net.brusee.ru: 1
akkoma.vector1.dev: 1
ottawa.place: 1
mtg.garden: 1
xvlt.net: 1
write.allships.run: 1
social.pacna.org: 1
pleroma.foxarmy.org: 1
fedi.debilosempire.org: 1
gosuslugi.social: 1
seaofog.com: 1
kramerc.social: 1
moonbow.garden: 1
mastodon.rdpnd.org: 1
handlewalks.masto.host: 1
poweredbygay.social: 1
sector25.de: 1
epicure.social: 1
loforo.com: 1
puppybear.social: 1
services.haacksnetworking.org: 1
peertube.ctseuro.com: 1
mastodon.uk.com: 1
sovran.video: 1
social.yeswas.pl: 1
nya.one: 1
stella.place: 1
heathenstorm.com: 1
ai.wiki: 1
masto.bike: 1
